ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
ef3dbca5-2181-4c1a-9869-c4df6d26471c,1984-09-12,,999-82-4701,S99945852,X19657050X,Mr.,Robby860,Pouros728,,,M,white,english,M,New Bedford  Massachusetts  US,531 Cartwright Alley Unit 69,Brockton,Massachusetts,02301
5892d125-746d-4675-b4f5-113ba49e0a95,1958-05-28,,999-76-6230,S99983955,X49724964X,Mr.,Gilberto712,Mosciski958,,,M,white,irish,M,Boston  Massachusetts  US,341 Breitenberg Tunnel Unit 75,Leominster,Massachusetts,01420
f9c2b1d9-311d-483a-a064-58d58daa01a6,1949-01-08,,999-78-3250,S99982437,X57658136X,Mrs.,Delcie812,Gorczany269,,Runolfsdottir785,M,white,english,F,Medfield  Massachusetts  US,604 Roberts Annex,Amherst,Massachusetts,01002
039e4843-37f3-4e9f-87e4-404d2bb6ff9f,1991-12-16,,999-32-4879,S99981654,X18265446X,Mr.,Sal878,Murray856,,,M,white,english,M,Florida  Massachusetts  US,878 Emmerich Course Unit 38,Seekonk,Massachusetts,02771
4759155e-7992-486d-8c25-4fc9e80f5e0b,1961-01-15,,999-52-9191,S99932568,X43153531X,Ms.,Darby868,O'Connell601,,,S,white,french_canadian,F,Townsend  Massachusetts  US,663 Terry Underpass Apt 60,Nahant,Massachusetts,01908
67b86ea5-1d53-4974-8bc6-aa981aee3dc0,1957-06-04,,999-40-8637,S99933305,X185547X,Mrs.,Kacey193,Bergstrom287,,Nikolaus26,M,white,english,F,Gardner  Massachusetts  US,899 Flatley Lock Unit 61,Hadley,Massachusetts,01035
b40984b5-9d02-400f-9a09-b94e602c5061,2009-03-16,,999-40-1507,,,,Delphine397,Kozey370,,,,white,italian,F,Worcester  Massachusetts  US,645 Lang Forge,Danvers,Massachusetts,01923
9c58964c-15a4-405a-90a8-c01a95a13f17,2018-04-26,,999-86-4092,,,,Domingo513,Rohan584,,,,asian,chinese,M,Arlington  Massachusetts  US,344 Kunde Skyway,Somerville,Massachusetts,02138
b1cadbed-94c7-4dcd-84e3-6c038c81f841,2005-01-12,,999-36-6233,,,,Ben667,Collins926,,,,white,irish,M,Amherst  Massachusetts  US,309 Schinner Flat,Boston,Massachusetts,02108
3e6a6f92-bb5d-4a76-a251-f3a0b7a6586d,1994-04-15,,999-74-3302,S99991838,X81308163X,Mr.,Doug189,Ward668,,,,white,irish,M,Concord  Massachusetts  US,500 Hermiston Lane,Freetown,Massachusetts,
2ea09c52-61f2-46e0-a67d-604d3e373206,2014-03-23,,999-27-9937,,,,Kendall673,Turner526,,,,white,french,M,Springfield  Massachusetts  US,304 Torp Course,Somerville,Massachusetts,02138
120d4137-d91b-46ac-b39c-33ca0ba00324,1994-09-25,,999-22-1960,S99928968,X5107600X,Ms.,Victoria535,Moreno82,,,,hispanic,puerto_rican,F,Bayamon  Puerto Rico  PR,1013 Wolf Haven,Peabody,Massachusetts,01940
075716c5-5e20-4879-9dfa-7010ec3abbd1,1949-01-07,,999-47-8320,S99999011,X46025643X,Mr.,Elmo857,Lang846,,,M,white,english,M,Spencer  Massachusetts  US,888 Little Brook,Brockton,Massachusetts,02301
0b0358ab-0009-4dcc-935b-2c3ed4af5995,1953-06-14,,999-86-1013,S99994408,X77448384X,Mr.,Monty345,Blanda868,,,M,asian,asian_indian,M,Fall River  Massachusetts  US,958 Mraz Grove Apt 18,Newton,Massachusetts,02458
682af11a-fda7-429d-8f88-15c22b825467,1990-11-02,,999-77-5677,S99934534,X56349186X,Mr.,Stevie682,Hyatt152,,,S,white,french_canadian,M,Lowell  Massachusetts  US,551 Bartoletti Manor,Hingham,Massachusetts,02043
8a0b35f3-7873-4f55-80c2-40b3ee67c92a,1984-01-02,,999-99-2720,S99961880,X28137864X,Ms.,January966,Fadel536,,,S,white,polish,F,Woburn  Massachusetts  US,782 Yundt Extension,Dracut,Massachusetts,01826
17e982ff-31f6-469e-b0fc-9204c8834dc9,1942-04-04,,999-60-3756,S99941652,X11011188X,Mrs.,Elouise806,Conn188,,McGlynn426,M,white,irish,F,Leominster  Massachusetts  US,429 Schoen Heights Suite 21,Boston,Massachusetts,02108
6711bc09-b633-4cb0-85e5-964b65ef7d56,1961-11-30,,999-12-6010,S99916851,X14883802X,Mrs.,Delilah659,Lesch175,,Gerhold939,M,white,irish,F,Rochester  Massachusetts  US,609 Fay Burg Suite 25,East Bridgewater,Massachusetts,02333
3d3d03dc-6c5d-4b44-aff0-1603fc1c5ccf,1993-04-24,,999-53-1253,S99975162,X18076838X,Mr.,Federico589,Lind531,,,,white,german,M,Norwood  Massachusetts  US,839 Paucek Port Apt 33,Easton,Massachusetts,02334
bbd18c2e-e5ce-415a-a78a-0a23c86d547c,1974-04-06,,999-46-4385,S99973476,X45954896X,Mrs.,Latrisha74,Kuhic920,,Balistreri607,M,asian,asian_indian,F,Boston  Massachusetts  US,693 Schmitt Manor,Brookline,Massachusetts,02215
4d97ab42-dfe9-408d-9d71-9508ac14717a,1948-02-01,,999-66-3496,S99929734,X74762106X,Mr.,Anderson154,Reichel38,,,M,white,irish,M,New Salem  Massachusetts  US,169 Eichmann Trail,Hatfield,Massachusetts,01038
749b97af-c8c1-4b73-aee1-4cdef0e6f2be,1972-02-11,,999-57-8556,S99973542,X37381683X,Mrs.,Rivka589,Stoltenberg489,,Connelly992,M,white,irish,F,Lynnfield  Massachusetts  US,1091 Koss Track,Haverhill,Massachusetts,01830
94e40d5e-dbbb-4ce0-8ec2-d50a7ab115b8,1989-02-19,,999-49-4551,S99996586,X5355990X,Mrs.,Mitzi535,Price929,,Herman763,M,white,italian,F,Westford  Massachusetts  US,402 Wolf Vista Unit 91,Rochester,Massachusetts,02770
2e26e415-af43-4979-9791-b56fd89e8989,2014-03-19,,999-76-3859,,,,Laurine214,Feeney44,,,,white,german,F,Pittsfield  Massachusetts  US,825 Cummings Bridge Unit 39,Malden,Massachusetts,02148
cd2f3198-1d25-4770-aee0-cdbb564bed1a,1960-02-23,2012-08-14,999-83-7545,S99956637,X20124695X,Mr.,Bernard308,Rutherford999,,,M,hispanic,south_american,M,Sao Paulo  Sao Paulo  BR,669 Bartell Ranch,Methuen Town,Massachusetts,01841
f504834c-7a65-43d9-99db-d7cf727e225f,1964-04-23,,999-69-4854,S99969696,X10525497X,Mrs.,Marissa322,Bartoletti50,,Nader710,M,black,african,F,Eastham  Massachusetts  US,967 Klocko Heights Apt 77,Winthrop Town,Massachusetts,02128
c4c005b8-4e53-43b3-b495-271fadac0650,1984-07-12,,999-20-4481,S99958765,X66974840X,Mr.,Leo278,Gleason633,,,M,asian,asian_indian,M,Marblehead  Massachusetts  US,305 Volkman Quay Suite 23,Boston,Massachusetts,02108
039eda33-b420-442f-8df1-aeedc39b3ad5,1913-02-15,1981-10-12,999-39-7680,S99955505,X4820776X,Mr.,Donte636,Wehner319,,,M,white,polish,M,Brockton  Massachusetts  US,106 Jakubowski Stravenue Unit 69,Lakeville,Massachusetts,02347
93e790ab-ef1c-4760-bd81-d84e2b9317d9,1972-03-14,,999-42-4488,S99949148,X30080959X,Mrs.,Ja391,Quigley282,,Graham902,M,white,portuguese,F,Lisbon  Estremadura  PT,1010 Roob Highlands,Shrewsbury,Massachusetts,01545
6551ed7f-b968-433b-bfc1-5eee26b232e3,1984-10-05,,999-33-7977,S99956430,X26485052X,Mr.,Alex454,Stark857,,,M,asian,chinese,M,Shanghai  Shanghai Municipality  CN,283 Blick Bridge,Dracut,Massachusetts,01826
7ccce483-3423-4b54-b36a-12de08606a28,1961-01-14,,999-38-9701,S99978848,X67727316X,Mr.,Eddy900,Schaden604,,,S,asian,chinese,M,Beijing  Beijing Municipality  CN,366 O'Hara Boulevard Suite 41,Holbrook,Massachusetts,02343
4cd21c2b-4383-47ef-a387-2d6ca52a3783,2002-06-24,,999-87-4535,S99941120,,,Ona426,Marvin195,,,,white,irish,F,Pittsfield  Massachusetts  US,923 Hoeger Viaduct Apt 51,Northampton,Massachusetts,01053
8d3fda63-e0d7-4d37-b0cd-b1b382b382f3,1934-11-02,,999-79-5748,S99981327,X49941485X,Ms.,Priscila9,Ratke343,MD,,S,white,polish,F,Boston  Massachusetts  US,548 Hauck Alley Unit 45,Wayland,Massachusetts,01778
72322bb4-3cf3-47d5-b92e-10929b094be5,2014-03-31,,999-74-6796,,,,Juliet585,Schaden604,,,,white,french_canadian,F,Webster  Massachusetts  US,299 Bechtelar Terrace,Pittsfield,Massachusetts,01201
421317e2-d6a6-4d7f-b5c5-b855099b1b10,2004-08-31,,999-63-5013,,,,Denese626,Jenkins714,,,,white,american,F,Springfield  Massachusetts  US,220 Schroeder Passage,Holyoke,Massachusetts,01040
160d8c9c-c0de-42be-b300-d3c6b3ab75a2,1960-02-23,,999-41-6427,S99968205,X34201744X,Mr.,Warner493,McLaughlin530,,,M,hispanic,south_american,M,Buenos Aires  Ciudad de Buenos Aires  AR,962 Rutherford Rapid Unit 48,Methuen Town,Massachusetts,01841
15a155a8-67a2-461a-8275-8b4c30106227,2008-08-07,,999-14-1336,,,,Casey401,Gottlieb798,,,,white,irish,F,Rockland  Massachusetts  US,716 Zboncak Junction Apt 30,Franklin Town,Massachusetts,02038
bb060394-5ca1-4c99-bb28-6f7a70be7118,2001-02-26,,999-71-4896,S99981636,,,Margaret865,O'Keefe54,,,,black,african,F,Worcester  Massachusetts  US,322 Schmeler Station,Malden,Massachusetts,02148
2a26c286-0e21-4a02-a31e-9b77dbffe95c,2012-08-03,,999-22-4660,,,,Altha90,King743,,,,white,german,F,New Bedford  Massachusetts  US,696 Cummings Bypass,Webster,Massachusetts,01570
2ae0d040-85fb-4960-86e5-9011a6b9e396,1913-02-15,2000-06-10,999-32-9225,S99952452,X13217388X,Mr.,Jim478,Adams676,,,M,white,polish,M,Newton  Massachusetts  US,471 DuBuque Path,Lakeville,Massachusetts,02347
0375922d-3493-4022-b3d0-96aec1082b2a,1941-05-20,,999-66-3386,S99950888,X72229963X,Ms.,Karie712,Nitzsche158,,,S,white,irish,F,Lexington  Massachusetts  US,942 Kris Junction,Worcester,Massachusetts,01545
3bc5e220-181a-496e-8c1d-d433bc3646d8,1961-10-01,,999-99-4570,S99966725,X89177241X,Mr.,Carter549,Barton704,,,M,white,german,M,Easton  Massachusetts  US,750 Jacobson Ranch Apt 63,Norwood,Massachusetts,02062
f6a417e8-e528-433d-94ec-3062e6d3ee31,1970-11-01,,999-82-3984,S99910816,X30535643X,Mr.,Reed154,Reinger292,,,S,white,irish,M,Littleton  Massachusetts  US,548 Reichel Run,Hinsdale,Massachusetts,01235
7a49efd7-a241-43d0-b30b-255951f69349,1958-02-20,,999-25-1381,S99948462,X61284882X,Mr.,Raphael767,McClure239,,,M,white,irish,M,Bellingham  Massachusetts  US,1077 Weimann Avenue,Duxbury,Massachusetts,02332
989a1a74-525e-46b3-8692-89b73443dc33,1970-08-27,,999-84-9119,S99920711,X70809537X,Mr.,Elroy493,Ratke343,,,M,white,italian,M,Lowell  Massachusetts  US,442 Gutkowski Burg Suite 20,Somerville,Massachusetts,02138
27217fc6-b5df-49fd-a545-6f6e10f588ec,1991-05-26,,999-32-3405,S99945423,X8526859X,Mrs.,Julissa825,Kautzer186,,Heathcote539,M,white,polish,F,Chelsea  Massachusetts  US,929 Swaniawski View,Medford,Massachusetts,02145
52d4fd0d-b1ca-4c09-9cd0-008a592f9495,1957-12-10,,999-22-7319,S99935349,X32034413X,Mr.,Jerrod232,Hickle134,,,M,asian,asian_indian,M,Attleboro  Massachusetts  US,571 Schulist Light,Millbury,Massachusetts,01527
97fd254f-7f8f-4b0e-945e-8eb6a121ddaf,2000-06-22,,999-38-5800,S99947036,,Mr.,Terrence276,McClure239,,,,white,italian,M,Hudson  Massachusetts  US,324 Carter Glen Suite 6,Ipswich,Massachusetts,01938
83fa361d-c446-4f5b-ac24-80c295e10c0d,2004-06-06,,999-52-2103,,,,Omer483,Connelly992,,,,white,irish,M,Quincy  Massachusetts  US,645 Lubowitz Rest Unit 4,Westminster,Massachusetts,01441
493d9fa9-bf31-4ece-8d35-8416896e3592,2010-09-18,,999-82-8136,,,,Jasmin506,Ryan260,,,,other,arab,F,Dracut  Massachusetts  US,945 Blick Path,Framingham,Massachusetts,01701
7e9c2227-ce28-4338-87da-77ac02548b79,1977-10-01,,999-41-5456,S99910231,X25943107X,Mr.,Simon598,Schowalter414,,,S,white,irish,M,Upton  Massachusetts  US,1064 Veum Mill Suite 93,Montague,Massachusetts,01351
68e9be77-4fb2-4fb4-a8b0-69d35f064a65,1948-07-28,,999-79-8243,S99999671,X62577325X,Mrs.,Beatriz277,Quiroz936,,Leiva147,M,hispanic,puerto_rican,F,Bayamon  Puerto Rico  PR,502 Gutmann Light Unit 84,Weymouth Town,Massachusetts,02188
36c86d10-e871-432a-aa77-dbc97740d3c2,1972-07-03,,999-60-4682,S99934106,X41877836X,Mrs.,Gabriele201,Sawayn19,,Kris249,M,white,irish,F,Chelsea  Massachusetts  US,581 Prohaska Parade,Arlington,Massachusetts,02474
b80794da-235b-4309-894e-639fec21ebe6,1955-04-25,,999-53-6748,S99978575,X1261522X,Mrs.,Janna498,Botsford977,,Lindgren255,M,white,irish,F,North Reading  Massachusetts  US,649 Langosh Grove Suite 43,Brockton,Massachusetts,02301
90bcdf3e-58b6-41c9-b9a4-9ca1b84eda58,1965-10-15,,999-18-8625,S99936524,X78665760X,Mrs.,Maurita219,Kassulke119,,Mayert710,M,white,portuguese,F,Braga  Minho  PT,150 Walter Corner,Quincy,Massachusetts,02169
e8214db6-b3d0-45a7-8a4c-1a1d3289cdb8,1957-08-06,,999-43-9615,S99990163,X86634120X,Mr.,Armando772,Schaefer657,,,M,white,irish,M,Wayland  Massachusetts  US,521 West Forge,Amherst,Massachusetts,01002
51625508-bf3a-4af9-ab55-4b826adaf425,1996-12-12,,999-86-6750,S99978500,X59259297X,Ms.,Divina723,Morar593,,,,asian,chinese,F,Bedford  Massachusetts  US,321 Wisozk Corner Apt 34,Boston,Massachusetts,02108
2ae95fdd-a977-45f1-a06e-0b2a4422693a,1913-02-15,1992-02-13,999-41-2518,S99982062,X30347816X,Mr.,Bret7,Williamson769,,,M,white,polish,M,Andover  Massachusetts  US,358 O'Kon Bay,Lakeville,Massachusetts,02347
ebb53d4c-112d-4e68-b2e8-6f177994a690,1993-08-01,,999-82-1428,S99999459,X39597684X,Mr.,César846,Miranda712,,,,black,dominican,M,Marigot  Saint Andrew Parish  DM,399 Spinka Landing Unit 23,Boston,Massachusetts,02108
cca81297-40f6-4912-9ef0-dbf9ac5de12f,1979-11-30,,999-71-7847,S99947369,X56393482X,Ms.,Colleen54,Donnelly343,,,S,white,irish,F,Boston  Massachusetts  US,961 Grimes Approach,Peabody,Massachusetts,01940
4c6e75fa-6256-495c-9d90-afface7e1bcb,1957-03-06,,999-37-3245,S99991525,X61138551X,Mrs.,Verónica383,Briseño329,,Serna195,M,hispanic,mexican,F,Puebla  Puebla  MX,864 Metz Haven,Winthrop Town,Massachusetts,02128
c34510d8-cb6f-4a2a-9612-749c0a086c26,1968-04-26,,999-68-1403,S99959794,X64071803X,Mr.,Jospeh459,Larkin917,,,M,white,english,M,Freetown  Massachusetts  US,538 Weber Divide,Abington,Massachusetts,02351
1674431c-5713-4f59-abec-02eb882b3612,1972-11-06,,999-32-4560,S99979763,X27831138X,Mrs.,Thanh759,Green467,,Larson43,M,white,greek,F,Boston  Massachusetts  US,585 Bergnaum Viaduct,Brockton,Massachusetts,02301
2e842560-f24c-42a8-b01f-3900f6b3908b,2006-08-15,,999-73-2262,,,,Carmine137,Purdy2,,,,white,irish,M,Boston  Massachusetts  US,148 Lind Alley Unit 42,Walpole,Massachusetts,02081
d1b2ffc1-c9a4-4fa2-b352-7bff44950353,2018-03-10,,999-88-7764,,,,Alana17,Pacocha935,,,,white,english,F,Boston  Massachusetts  US,1027 Dickinson Throughway,Boston,Massachusetts,02108
fa7e3026-446b-4cec-8c22-385db818ee17,1943-03-13,,999-80-8282,S99967900,X29153952X,Mr.,Bert917,Hammes673,,,M,white,irish,M,Worcester  Massachusetts  US,580 Huels Village,Quincy,Massachusetts,02169
b9ab0be6-d5b5-4be9-a600-ab502ce02cae,1961-08-08,,999-58-5124,S99992353,X68001759X,Mr.,Nathan164,Heaney114,,,M,white,irish,M,Ipswich  Massachusetts  US,311 Berge Center Apt 12,Taunton,Massachusetts,02718
93c89887-e9b5-4a50-bef6-5bbebd1289d6,1913-02-15,1996-03-31,999-72-5281,S99966485,X64462022X,Mr.,Mose244,Carter549,,,S,white,polish,M,Auburn  Massachusetts  US,1023 Rempel Estate Unit 92,Lakeville,Massachusetts,02347
869146bc-4434-4d5a-9a7c-3e83979297fb,1978-07-25,,999-60-4664,S99968345,X7250254X,Mrs.,Freddie621,Gleichner915,,Cartwright189,M,white,german,F,Abington  Massachusetts  US,465 D'Amore Hollow Suite 72,Holyoke,Massachusetts,01040
1f88a8fe-defa-4e6c-84c8-eccbd75d4352,1974-09-08,,999-67-5895,S99940790,X15672051X,Mrs.,Bethel526,Hoppe518,,Gibson10,M,white,italian,F,Naples  Campania  IT,850 Grant Passage,Cambridge,Massachusetts,02138
d9bdefae-48b2-46aa-968f-9e796bddbd6a,1996-09-07,,999-23-8027,S99964676,X42401474X,Ms.,Evita885,Keebler762,,,,white,american,F,Boston  Massachusetts  US,831 Hickle Mission Unit 55,Swansea,Massachusetts,02777
55b7ae85-d1cb-4164-a395-00d47014aad2,1982-07-30,,999-43-8078,S99950421,X71321614X,Ms.,Loida499,Cartwright189,,,S,white,irish,F,Holyoke  Massachusetts  US,556 Keebler Mission Suite 51,Springfield,Massachusetts,01013
54c38fd3-7f7c-40f1-b6d7-539167e93634,1956-10-22,,999-55-2628,S99914777,X89153097X,Mrs.,Danielle72,Gorczany269,,Bashirian201,M,white,american,F,Lowell  Massachusetts  US,694 Fisher Highlands,Kingston,Massachusetts,02364
7b3f606e-58f6-4a4e-9b4e-f3bbcb5ea4f9,2015-09-24,,999-64-4474,,,,Agustín529,Jiménez568,,,,hispanic,south_american,M,Rio de Janerio  Rio de Janerio  BR,664 Mraz Union,Norwood,Massachusetts,02062
eb1a0136-3bcc-4b35-a115-51bb3b7da977,1939-05-24,,999-26-1721,S99972321,X30643565X,Mr.,Wayne846,Rath779,,,M,white,italian,M,Medford  Massachusetts  US,444 Walsh Alley Unit 32,Oakham,Massachusetts,01068
74e1ad13-0c10-4b90-aaf0-64e589cc7769,2005-06-15,,999-99-8420,,,,Stewart672,Wisozk929,,,,white,french_canadian,M,Webster  Massachusetts  US,699 Hayes Port,Stoneham,Massachusetts,02180
0daf334a-6365-4c5c-919e-217791f32fc0,1998-04-08,,999-42-3743,S99938010,X33217460X,Mr.,Young120,Ondricka197,,,,white,scottish,M,Lexington  Massachusetts  US,865 Bechtelar Bypass Apt 20,Newburyport,Massachusetts,01950
e4fbb123-998c-44d2-a842-dd842918a939,1976-03-02,,999-24-6359,S99921434,X26987986X,Mrs.,Deeanna316,Parisian75,,Murray856,M,white,french,F,Attleboro  Massachusetts  US,675 McDermott Meadow,Warwick,Massachusetts,01378
62339400-4fd2-43c9-983d-ae3d3c388722,1949-04-24,2013-04-14,999-61-5016,S99943000,X79723398X,Mr.,Charles364,Bailey598,,,M,white,irish,M,Taunton  Massachusetts  US,312 Hodkiewicz Alley Apt 39,Hingham,Massachusetts,02043
5debe5d9-fba8-4b44-8c62-e3a0b0d4da33,1961-12-07,,999-45-7350,S99938197,X62052808X,Mr.,Johnathan55,Sporer811,PhD,,M,white,irish,M,Boston  Massachusetts  US,634 Gibson Grove,Weymouth Town,Massachusetts,02188
1fe40394-870d-42a4-982f-fece2969c3a2,2008-07-03,2014-08-16,999-45-5594,,,,Sherman440,Macejkovic424,,,,white,irish,M,Peabody  Massachusetts  US,292 Glover Highlands,Freetown,Massachusetts,
f8b3d9aa-4e4a-443c-8106-38d2985b61a6,1970-07-16,,999-81-9186,S99968207,X44855957X,Mrs.,Beatriz277,Prosacco716,,Vandervort697,M,white,portuguese,F,Funchal  Madeira  PT,839 Romaguera Fork Unit 22,Worcester,Massachusetts,01545
631ee6bf-892c-4bbd-93e6-6f762e6f5dd9,1989-05-10,,999-28-5143,S99969652,X40303218X,Ms.,Florence828,Spencer878,,,S,white,italian,F,Weymouth Town  Massachusetts  US,689 Keeling Village Apt 54,Brockton,Massachusetts,02301
b6a24d19-5044-4944-8be9-8eac77032108,2013-09-16,,999-21-9166,,,,Emil691,Jacobs452,,,,white,irish,M,Randolph  Massachusetts  US,964 Reichert Boulevard,Hingham,Massachusetts,02043
68a0ed2a-e7fe-4697-b4fe-46bce037d329,1913-02-15,2006-11-03,999-34-4430,S99928008,X71543000X,Mr.,Shon148,Abbott774,,,S,white,polish,M,Canton  Massachusetts  US,194 Halvorson Trafficway,Lakeville,Massachusetts,02347
5547227c-880b-4713-8a7f-c6c72215de97,2008-07-03,,999-62-1149,,,,Ned189,Lesch175,,,,white,irish,M,Chelmsford  Massachusetts  US,1008 Spencer Course,Freetown,Massachusetts,
d6a5ed66-1931-4b97-b108-e9e6a9b7567c,1956-02-26,,999-20-1271,S99939404,X18887099X,Mrs.,Gladys682,Macejkovic424,,Sipes176,M,white,italian,F,Newton  Massachusetts  US,433 Russel Vale Apt 49,Reading,Massachusetts,01801
f74a3500-4172-49b5-87d2-bad178af85d5,1945-06-08,1973-07-13,999-94-1772,S99914704,X43713652X,Mr.,Craig656,Mueller846,,,S,black,african,M,Taunton  Massachusetts  US,224 Feest Quay Apt 59,Amherst,Massachusetts,01002
ed9650e1-b773-4bd6-aa19-b06181139d19,1949-04-24,2016-12-11,999-18-1369,S99991557,X37365978X,Mr.,Mary779,Sauer652,,,M,white,irish,M,Chicopee  Massachusetts  US,456 Smith Skyway Unit 59,Hingham,Massachusetts,02043
13ee0155-aaa6-43ad-92e8-4e9c48c4ffb0,1996-08-31,,999-12-6214,S99921366,X60542220X,Mr.,Mac103,Bradtke547,,,,white,french,M,Springfield  Massachusetts  US,1059 Tromp Stravenue,Cambridge,Massachusetts,02138
b59326bf-68d6-4637-a099-7c28010e5288,1966-04-09,,999-13-4917,S99996629,X1666316X,Mrs.,Gaye230,Nolan344,,Reilly981,M,asian,chinese,F,Shanghai  Shanghai Municipality  CN,266 O'Kon Run,Marlborough,Massachusetts,01752
7e58289b-589d-414d-90a1-1c7c7987a929,1920-01-10,2001-07-07,999-10-7742,S99989832,X71839258X,Mr.,Ethan766,Jacobs452,,,M,white,portuguese,M,Boston  Massachusetts  US,1047 Tillman Ferry Suite 56,Everett,Massachusetts,02148
348336c1-533e-43dc-b320-25a4a921381f,1994-03-21,,999-46-5610,S99924669,X87663176X,Mr.,Alfred550,Howell947,,,,white,irish,M,Milton  Massachusetts  US,231 Labadie Mews Unit 99,Malden,Massachusetts,02148
1f6b3d0d-ede3-4980-8093-83d675dd4f5d,1994-07-05,,999-14-5358,S99988667,X59613777X,Ms.,Virgie92,Collins926,,,,white,american,F,Cambridge  Massachusetts  US,361 Farrell Ramp Suite 34,Northampton,Massachusetts,01053
54a4230d-54b8-4135-a456-c87a551bb479,1949-04-24,,999-93-1225,S99935688,X59138098X,Mr.,Lon587,Leuschke194,,,S,white,irish,M,Westfield  Massachusetts  US,1077 Padberg Stravenue,Hingham,Massachusetts,02043
36a2bf2a-317a-4571-81eb-c879c7119216,1952-05-16,2017-11-17,999-41-9962,S99990810,X18041659X,Mr.,Douglas31,McClure239,,,M,white,american,M,Chicopee  Massachusetts  US,537 Gerlach Neck,Weymouth Town,Massachusetts,02188
b865e1a5-7442-4875-bc9f-8c12976cbf28,1986-03-15,,999-28-2284,S99973194,X10515994X,Ms.,Librada521,Zulauf375,,,S,white,french,F,Webster  Massachusetts  US,631 Bogisich Rapid Unit 42,Somerville,Massachusetts,02138
582180fc-10d8-4e0b-8aaf-11fe1c9a6f76,1945-06-08,,999-25-4709,S99950645,X87013613X,Mr.,Terrance440,Leannon79,,,S,black,african,M,Brookline  Massachusetts  US,1097 Thiel View,Amherst,Massachusetts,01002
